transaction_id,transaction_date,inventory_id,quantity_consumed,department,staff_id,shift,consumption_reason,remaining_stock,batch_lot
TX02930301,2025-10-31,INV0030,6,Bakery,S006,Morning,Spoilage,25,BATCH5301
TX02930302,2025-10-31,INV0030,8,Produce,S008,Morning,Routine,17,BATCH9151
TX02930400,2025-11-01,INV0030,11,Snack,S002,Evening,Sample,11,BATCH4536
TX02930401,2025-11-01,INV0030,8,Snack,S010,Morning,Sample,3,BATCH2544
TX02930500,2025-11-02,INV0030,0,Dairy,S013,Night,Sample,0,BATCH7369
TX02930501,2025-11-02,INV0030,0,Beverage,S012,Evening,Routine,0,BATCH1416
TX02930502,2025-11-02,INV0030,0,Bakery,S009,Morning,Spoilage,0,BATCH1165
TX02930600,2025-11-03,INV0030,0,Beverage,S001,Night,Spoilage,0,BATCH5897
TX02930601,2025-11-03,INV0030,0,Produce,S001,Night,Sample,0,BATCH3536
TX02930700,2025-11-04,INV0030,19,Frozen,S013,Night,Spoilage,0,BATCH3766
TX02930701,2025-11-04,INV0030,0,Frozen,S010,Morning,Routine,0,BATCH7611
TX02930702,2025-11-04,INV0030,0,Bakery,S015,Evening,Sample,0,BATCH1491
TX02930800,2025-11-05,INV0030,18,Produce,S014,Night,Spoilage,9,BATCH8149
TX02930801,2025-11-05,INV0030,9,Snack,S011,Night,Sample,0,BATCH4126
TX02930900,2025-11-06,INV0030,0,Bakery,S018,Night,Sample,0,BATCH1382
TX02930901,2025-11-06,INV0030,0,Frozen,S007,Evening,Sample,0,BATCH7768
TX02931000,2025-11-07,INV0030,10,Frozen,S012,Night,Sample,19,BATCH4206
TX02931001,2025-11-07,INV0030,14,Bakery,S014,Evening,Spoilage,5,BATCH6798
TX02931002,2025-11-07,INV0030,2,Dairy,S005,Evening,Spoilage,3,BATCH4302
TX02931100,2025-11-08,INV0030,0,Dairy,S007,Night,Sample,0,BATCH3531
TX02931101,2025-11-08,INV0030,0,Snack,S018,Night,Sample,0,BATCH8581
TX02931200,2025-11-09,INV0030,0,Bakery,S007,Morning,Spoilage,0,BATCH8442
TX02931300,2025-11-10,INV0030,3,Frozen,S005,Evening,Sample,6,BATCH5544
TX02931301,2025-11-10,INV0030,6,Bakery,S002,Morning,Routine,0,BATCH6521
TX02931400,2025-11-11,INV0030,0,Bakery,S007,Morning,Routine,0,BATCH7957
TX02931500,2025-11-12,INV0030,13,Beverage,S014,Evening,Spoilage,11,BATCH6701
TX02931501,2025-11-12,INV0030,11,Frozen,S007,Night,Sample,0,BATCH9364
TX02931502,2025-11-12,INV0030,0,Bakery,S009,Morning,Routine,0,BATCH1861
TX02931600,2025-11-13,INV0030,8,Beverage,S010,Morning,Sample,0,BATCH4898
TX02931601,2025-11-13,INV0030,0,Produce,S003,Evening,Spoilage,0,BATCH2828
TX02931602,2025-11-13,INV0030,0,Bakery,S016,Morning,Spoilage,0,BATCH7998
TX02931700,2025-11-14,INV0030,8,Snack,S020,Evening,Spoilage,10,BATCH7033
TX02931701,2025-11-14,INV0030,9,Frozen,S006,Evening,Spoilage,1,BATCH1250
TX02931702,2025-11-14,INV0030,1,Dairy,S001,Evening,Spoilage,0,BATCH8179
TX02931800,2025-11-15,INV0030,0,Beverage,S015,Night,Spoilage,0,BATCH2665
TX02931801,2025-11-15,INV0030,0,Beverage,S001,Morning,Spoilage,0,BATCH2856
TX02931900,2025-11-16,INV0030,0,Frozen,S006,Evening,Sample,0,BATCH6395
TX02932000,2025-11-17,INV0030,0,Bakery,S004,Morning,Routine,0,BATCH3751
TX02932100,2025-11-18,INV0030,0,Snack,S009,Morning,Routine,0,BATCH8920
TX02932101,2025-11-18,INV0030,0,Dairy,S010,Evening,Spoilage,0,BATCH5681
TX02932102,2025-11-18,INV0030,0,Beverage,S016,Morning,Sample,0,BATCH3061
TX02932200,2025-11-19,INV0030,0,Frozen,S013,Evening,Routine,0,BATCH5526
TX02932201,2025-11-19,INV0030,0,Frozen,S017,Evening,Spoilage,0,BATCH5159
TX02932202,2025-11-19,INV0030,0,Produce,S016,Morning,Spoilage,0,BATCH7604
TX02932300,2025-11-20,INV0030,12,Snack,S004,Evening,Spoilage,10,BATCH8338
TX02932301,2025-11-20,INV0030,3,Snack,S016,Evening,Sample,7,BATCH8268
TX02932400,2025-11-21,INV0030,8,Frozen,S015,Morning,Spoilage,4,BATCH6150
TX02932500,2025-11-22,INV0030,4,Beverage,S005,Evening,Sample,23,BATCH9295
TX02932501,2025-11-22,INV0030,19,Bakery,S014,Night,Sample,4,BATCH8752
TX02932600,2025-11-23,INV0030,0,Frozen,S006,Evening,Spoilage,0,BATCH6627
TX02932601,2025-11-23,INV0030,0,Dairy,S015,Night,Sample,0,BATCH9929
TX02932700,2025-11-24,INV0030,6,Dairy,S020,Night,Spoilage,0,BATCH5478
TX02932701,2025-11-24,INV0030,0,Produce,S009,Evening,Sample,0,BATCH5137
TX02932702,2025-11-24,INV0030,0,Beverage,S017,Evening,Spoilage,0,BATCH3724
TX02932800,2025-11-25,INV0030,5,Frozen,S011,Morning,Spoilage,0,BATCH3543
TX02932900,2025-11-26,INV0030,10,Dairy,S013,Night,Sample,9,BATCH3051
TX02932901,2025-11-26,INV0030,3,Snack,S009,Night,Spoilage,6,BATCH1769
TX02932902,2025-11-26,INV0030,6,Produce,S015,Morning,Routine,0,BATCH4483
TX02933000,2025-11-27,INV0030,13,Produce,S016,Morning,Sample,0,BATCH2080
TX02933100,2025-11-28,INV0030,0,Snack,S015,Night,Spoilage,0,BATCH7053
TX02933101,2025-11-28,INV0030,0,Produce,S007,Evening,Sample,0,BATCH6470
TX02933102,2025-11-28,INV0030,0,Snack,S017,Evening,Spoilage,0,BATCH5556
TX02933200,2025-11-29,INV0030,0,Produce,S019,Morning,Spoilage,0,BATCH5568
TX02933201,2025-11-29,INV0030,0,Snack,S003,Evening,Spoilage,0,BATCH5935
TX02933300,2025-11-30,INV0030,5,Dairy,S019,Evening,Spoilage,27,BATCH6995
TX02933301,2025-11-30,INV0030,15,Snack,S011,Morning,Spoilage,12,BATCH7235
TX02933400,2025-12-01,INV0030,16,Beverage,S005,Evening,Routine,32,BATCH7809
TX02933401,2025-12-01,INV0030,13,Snack,S018,Evening,Spoilage,19,BATCH9005
TX02933500,2025-12-02,INV0030,2,Dairy,S016,Evening,Routine,0,BATCH3464
TX02933501,2025-12-02,INV0030,0,Frozen,S010,Evening,Spoilage,0,BATCH5854
TX02933600,2025-12-03,INV0030,17,Frozen,S009,Night,Sample,10,BATCH2012
TX02933700,2025-12-04,INV0030,1,Produce,S007,Morning,Sample,26,BATCH1599
TX02933701,2025-12-04,INV0030,16,Produce,S008,Evening,Spoilage,10,BATCH3011
TX02933800,2025-12-05,INV0030,17,Dairy,S011,Morning,Sample,23,BATCH4110
TX02933801,2025-12-05,INV0030,2,Bakery,S018,Evening,Spoilage,21,BATCH2981
TX02933802,2025-12-05,INV0030,9,Produce,S005,Night,Routine,12,BATCH9060
TX02933900,2025-12-06,INV0030,1,Beverage,S017,Evening,Routine,39,BATCH1737
TX02933901,2025-12-06,INV0030,6,Dairy,S007,Morning,Spoilage,33,BATCH4547
TX02934000,2025-12-07,INV0030,3,Produce,S019,Night,Sample,50,BATCH5012
TX02934001,2025-12-07,INV0030,19,Snack,S019,Morning,Spoilage,31,BATCH4466
TX02934100,2025-12-08,INV0030,4,Frozen,S015,Morning,Spoilage,14,BATCH4764
TX02934200,2025-12-09,INV0030,1,Bakery,S017,Evening,Spoilage,26,BATCH9029
TX02934201,2025-12-09,INV0030,8,Snack,S009,Morning,Sample,18,BATCH7555
TX02934300,2025-12-10,INV0030,13,Produce,S012,Night,Spoilage,38,BATCH3783
TX02934400,2025-12-11,INV0030,1,Snack,S016,Night,Routine,65,BATCH9429
TX02934401,2025-12-11,INV0030,15,Bakery,S005,Evening,Sample,50,BATCH2723
TX02934500,2025-12-12,INV0030,9,Frozen,S016,Night,Routine,64,BATCH8723
TX02934501,2025-12-12,INV0030,19,Produce,S018,Evening,Sample,45,BATCH2597
TX02934502,2025-12-12,INV0030,16,Bakery,S019,Evening,Routine,29,BATCH3996
TX02934600,2025-12-13,INV0030,17,Bakery,S007,Night,Spoilage,36,BATCH4115
TX02934700,2025-12-14,INV0030,2,Dairy,S001,Night,Sample,66,BATCH6862
TX02934800,2025-12-15,INV0030,13,Bakery,S002,Evening,Sample,79,BATCH9410
TX02934900,2025-12-16,INV0030,16,Produce,S011,Morning,Sample,72,BATCH8730
TX02934901,2025-12-16,INV0030,6,Dairy,S017,Morning,Routine,66,BATCH7145
TX02934902,2025-12-16,INV0030,16,Bakery,S011,Evening,Sample,50,BATCH5147
TX02935000,2025-12-17,INV0030,13,Beverage,S012,Evening,Sample,15,BATCH7594
TX02935001,2025-12-17,INV0030,4,Frozen,S011,Morning,Spoilage,11,BATCH8651
TX02935002,2025-12-17,INV0030,7,Bakery,S016,Evening,Routine,4,BATCH1099
TX02935100,2025-12-18,INV0030,3,Bakery,S014,Night,Sample,0,BATCH9484
TX02935101,2025-12-18,INV0030,0,Snack,S012,Night,Sample,0,BATCH2434
TX02935102,2025-12-18,INV0030,0,Bakery,S019,Morning,Routine,0,BATCH3130
TX02935200,2025-12-19,INV0030,3,Beverage,S003,Morning,Routine,0,BATCH5728
TX02935300,2025-12-20,INV0030,8,Snack,S002,Night,Spoilage,32,BATCH6038
TX02935301,2025-12-20,INV0030,17,Dairy,S016,Morning,Sample,15,BATCH6010
TX02935400,2025-12-21,INV0030,9,Dairy,S007,Evening,Sample,14,BATCH9765
TX02935401,2025-12-21,INV0030,14,Frozen,S011,Morning,Spoilage,0,BATCH2158
TX02935500,2025-12-22,INV0030,11,Dairy,S016,Night,Sample,25,BATCH1563
TX02935501,2025-12-22,INV0030,11,Snack,S016,Night,Spoilage,14,BATCH7161
TX02935502,2025-12-22,INV0030,14,Bakery,S003,Evening,Routine,0,BATCH3484
TX02935600,2025-12-23,INV0030,5,Frozen,S008,Night,Spoilage,23,BATCH1293
TX02935700,2025-12-24,INV0030,3,Beverage,S015,Evening,Sample,8,BATCH2839
TX02935701,2025-12-24,INV0030,8,Dairy,S002,Night,Spoilage,0,BATCH5912
TX02935800,2025-12-25,INV0030,0,Produce,S001,Night,Routine,0,BATCH5146
TX02935900,2025-12-26,INV0030,17,Beverage,S003,Night,Spoilage,13,BATCH7088
TX02935901,2025-12-26,INV0030,6,Dairy,S020,Night,Sample,7,BATCH6454
TX02935902,2025-12-26,INV0030,7,Snack,S001,Morning,Sample,0,BATCH8523
TX02936000,2025-12-27,INV0030,0,Frozen,S004,Night,Spoilage,0,BATCH5108
TX02936001,2025-12-27,INV0030,0,Snack,S003,Morning,Sample,0,BATCH4373
TX02936100,2025-12-28,INV0030,0,Frozen,S013,Evening,Routine,0,BATCH1598
TX02936200,2025-12-29,INV0030,6,Dairy,S003,Evening,Spoilage,27,BATCH6698
TX02936201,2025-12-29,INV0030,3,Beverage,S013,Evening,Spoilage,24,BATCH2709
TX02936300,2025-12-30,INV0030,13,Produce,S002,Night,Sample,31,BATCH1926
TX02936400,2025-12-31,INV0030,15,Frozen,S002,Evening,Spoilage,19,BATCH3173
TX02936401,2025-12-31,INV0030,7,Produce,S007,Night,Spoilage,12,BATCH7795
TX02936402,2025-12-31,INV0030,3,Frozen,S001,Morning,Routine,9,BATCH9776
TX03000000,2025-01-01,INV0031,12,Snack,S015,Evening,Sample,136,BATCH9002
TX03000001,2025-01-01,INV0031,3,Frozen,S020,Night,Sample,133,BATCH1147
TX03000002,2025-01-01,INV0031,19,Bakery,S013,Night,Sample,114,BATCH1952
TX03000100,2025-01-02,INV0031,9,Beverage,S002,Night,Routine,94,BATCH1888
TX03000101,2025-01-02,INV0031,3,Frozen,S011,Evening,Sample,91,BATCH2163
TX03000102,2025-01-02,INV0031,5,Beverage,S011,Evening,Sample,86,BATCH9664
TX03000200,2025-01-03,INV0031,17,Bakery,S015,Night,Sample,89,BATCH4013
TX03000201,2025-01-03,INV0031,13,Produce,S016,Evening,Spoilage,76,BATCH2725
TX03000300,2025-01-04,INV0031,2,Produce,S003,Night,Sample,57,BATCH2816
TX03000301,2025-01-04,INV0031,4,Dairy,S012,Morning,Routine,53,BATCH6316
TX03000302,2025-01-04,INV0031,10,Dairy,S005,Morning,Routine,43,BATCH1717
TX03000400,2025-01-05,INV0031,3,Snack,S008,Evening,Routine,46,BATCH5691
TX03000500,2025-01-06,INV0031,9,Dairy,S004,Morning,Sample,55,BATCH9627
TX03000600,2025-01-07,INV0031,5,Beverage,S010,Night,Sample,62,BATCH8424
TX03000601,2025-01-07,INV0031,9,Bakery,S017,Evening,Spoilage,53,BATCH4763
TX03000602,2025-01-07,INV0031,12,Produce,S017,Morning,Spoilage,41,BATCH6385
TX03000700,2025-01-08,INV0031,19,Produce,S007,Morning,Spoilage,16,BATCH7989
TX03000701,2025-01-08,INV0031,14,Snack,S018,Evening,Routine,2,BATCH4839
TX03000702,2025-01-08,INV0031,2,Produce,S001,Morning,Sample,0,BATCH1104
TX03000800,2025-01-09,INV0031,0,Bakery,S018,Evening,Sample,0,BATCH5144
TX03000900,2025-01-10,INV0031,9,Snack,S005,Evening,Routine,29,BATCH5037
TX03001000,2025-01-11,INV0031,8,Bakery,S013,Evening,Routine,9,BATCH4585
TX03001001,2025-01-11,INV0031,8,Snack,S006,Evening,Routine,1,BATCH7555
TX03001002,2025-01-11,INV0031,1,Beverage,S020,Evening,Sample,0,BATCH4793
TX03001100,2025-01-12,INV0031,13,Frozen,S004,Evening,Sample,15,BATCH8721
TX03001101,2025-01-12,INV0031,4,Produce,S001,Morning,Spoilage,11,BATCH2803
TX03001102,2025-01-12,INV0031,11,Beverage,S014,Evening,Routine,0,BATCH4309
TX03001200,2025-01-13,INV0031,3,Beverage,S017,Evening,Routine,9,BATCH6582
TX03001300,2025-01-14,INV0031,0,Bakery,S008,Evening,Spoilage,0,BATCH7775
TX03001400,2025-01-15,INV0031,18,Bakery,S012,Morning,Routine,13,BATCH8556
TX03001401,2025-01-15,INV0031,6,Dairy,S018,Night,Sample,7,BATCH8592
TX03001402,2025-01-15,INV0031,7,Produce,S019,Morning,Sample,0,BATCH5625
TX03001500,2025-01-16,INV0031,13,Bakery,S009,Morning,Sample,26,BATCH9508
TX03001501,2025-01-16,INV0031,19,Bakery,S017,Morning,Spoilage,7,BATCH3614
TX03001502,2025-01-16,INV0031,7,Produce,S008,Evening,Routine,0,BATCH8415
TX03001600,2025-01-17,INV0031,14,Bakery,S011,Night,Spoilage,9,BATCH1929
TX03001700,2025-01-18,INV0031,16,Beverage,S004,Evening,Routine,21,BATCH3751
TX03001701,2025-01-18,INV0031,18,Bakery,S016,Night,Sample,3,BATCH2001
TX03001702,2025-01-18,INV0031,3,Produce,S010,Morning,Routine,0,BATCH5696
TX03001800,2025-01-19,INV0031,5,Bakery,S020,Morning,Sample,32,BATCH4341
TX03001900,2025-01-20,INV0031,17,Produce,S016,Night,Routine,5,BATCH2967
TX03001901,2025-01-20,INV0031,5,Snack,S017,Evening,Routine,0,BATCH9235
TX03001902,2025-01-20,INV0031,0,Frozen,S019,Morning,Sample,0,BATCH6751
TX03002000,2025-01-21,INV0031,1,Snack,S012,Evening,Sample,44,BATCH8398
TX03002100,2025-01-22,INV0031,10,Dairy,S014,Morning,Sample,41,BATCH3680
TX03002200,2025-01-23,INV0031,18,Produce,S002,Morning,Spoilage,31,BATCH4251
TX03002300,2025-01-24,INV0031,7,Frozen,S008,Evening,Spoilage,31,BATCH3647
TX03002400,2025-01-25,INV0031,12,Beverage,S006,Evening,Routine,31,BATCH5331
TX03002401,2025-01-25,INV0031,5,Snack,S014,Evening,Spoilage,26,BATCH7979
TX03002402,2025-01-25,INV0031,14,Dairy,S017,Night,Sample,12,BATCH4899
TX03002500,2025-01-26,INV0031,0,Produce,S010,Morning,Spoilage,0,BATCH3724
TX03002501,2025-01-26,INV0031,0,Dairy,S009,Morning,Sample,0,BATCH5194
TX03002502,2025-01-26,INV0031,0,Dairy,S002,Night,Routine,0,BATCH6758
TX03002600,2025-01-27,INV0031,10,Bakery,S003,Evening,Sample,19,BATCH4496
TX03002601,2025-01-27,INV0031,19,Produce,S001,Night,Routine,0,BATCH3283
TX03002700,2025-01-28,INV0031,2,Snack,S019,Morning,Spoilage,12,BATCH1859
TX03002701,2025-01-28,INV0031,12,Dairy,S014,Evening,Routine,0,BATCH2852
TX03002702,2025-01-28,INV0031,0,Snack,S001,Morning,Routine,0,BATCH4358
TX03002800,2025-01-29,INV0031,10,Frozen,S010,Evening,Sample,0,BATCH6539
TX03002900,2025-01-30,INV0031,0,Frozen,S019,Evening,Sample,0,BATCH3557
TX03002901,2025-01-30,INV0031,0,Beverage,S018,Morning,Spoilage,0,BATCH6428
TX03003000,2025-01-31,INV0031,0,Produce,S011,Morning,Sample,0,BATCH8243
TX03003100,2025-02-01,INV0031,0,Beverage,S017,Evening,Sample,0,BATCH7685
TX03003101,2025-02-01,INV0031,0,Dairy,S006,Night,Spoilage,0,BATCH5805
TX03003102,2025-02-01,INV0031,0,Dairy,S004,Evening,Routine,0,BATCH5637
TX03003200,2025-02-02,INV0031,3,Produce,S009,Night,Sample,2,BATCH6480
TX03003201,2025-02-02,INV0031,2,Produce,S011,Morning,Routine,0,BATCH4076
TX03003202,2025-02-02,INV0031,0,Frozen,S012,Evening,Spoilage,0,BATCH2245
TX03003300,2025-02-03,INV0031,18,Dairy,S012,Morning,Routine,11,BATCH4976
TX03003301,2025-02-03,INV0031,9,Produce,S007,Evening,Routine,2,BATCH3898
TX03003302,2025-02-03,INV0031,2,Snack,S012,Evening,Sample,0,BATCH7722
TX03003400,2025-02-04,INV0031,0,Beverage,S008,Night,Spoilage,0,BATCH3832
TX03003500,2025-02-05,INV0031,6,Frozen,S004,Morning,Spoilage,0,BATCH6649
TX03003501,2025-02-05,INV0031,0,Dairy,S001,Morning,Sample,0,BATCH1304
TX03003600,2025-02-06,INV0031,0,Beverage,S017,Night,Sample,0,BATCH5921
TX03003700,2025-02-07,INV0031,11,Bakery,S017,Night,Spoilage,0,BATCH7584
TX03003701,2025-02-07,INV0031,0,Beverage,S007,Evening,Spoilage,0,BATCH2918
TX03003702,2025-02-07,INV0031,0,Produce,S008,Morning,Routine,0,BATCH8732
TX03003800,2025-02-08,INV0031,5,Beverage,S003,Night,Sample,40,BATCH7623
TX03003801,2025-02-08,INV0031,1,Produce,S004,Evening,Sample,39,BATCH8261
TX03003802,2025-02-08,INV0031,11,Dairy,S008,Evening,Sample,28,BATCH7046
TX03003900,2025-02-09,INV0031,11,Frozen,S017,Evening,Sample,15,BATCH5447
TX03003901,2025-02-09,INV0031,7,Frozen,S014,Night,Spoilage,8,BATCH4813
TX03003902,2025-02-09,INV0031,7,Snack,S001,Morning,Spoilage,1,BATCH3561
TX03004000,2025-02-10,INV0031,15,Frozen,S012,Morning,Sample,4,BATCH1728
TX03004100,2025-02-11,INV0031,14,Dairy,S003,Evening,Spoilage,5,BATCH2822
TX03004200,2025-02-12,INV0031,2,Dairy,S008,Morning,Spoilage,3,BATCH8797
TX03004201,2025-02-12,INV0031,3,Snack,S010,Morning,Sample,0,BATCH3467
TX03004202,2025-02-12,INV0031,0,Frozen,S014,Morning,Sample,0,BATCH3896
TX03004300,2025-02-13,INV0031,8,Bakery,S003,Evening,Routine,0,BATCH6033
TX03004301,2025-02-13,INV0031,0,Bakery,S017,Night,Routine,0,BATCH7407
TX03004302,2025-02-13,INV0031,0,Produce,S016,Morning,Routine,0,BATCH5315
TX03004400,2025-02-14,INV0031,13,Snack,S017,Evening,Sample,11,BATCH6079
TX03004401,2025-02-14,INV0031,3,Beverage,S005,Night,Sample,8,BATCH1614
TX03004500,2025-02-15,INV0031,18,Dairy,S006,Morning,Sample,7,BATCH9331
TX03004600,2025-02-16,INV0031,11,Snack,S013,Evening,Sample,18,BATCH5782
TX03004601,2025-02-16,INV0031,1,Bakery,S004,Evening,Routine,17,BATCH4996
TX03004700,2025-02-17,INV0031,4,Produce,S009,Evening,Sample,57,BATCH1757
TX03004701,2025-02-17,INV0031,2,Bakery,S019,Evening,Spoilage,55,BATCH8952
TX03004800,2025-02-18,INV0031,14,Beverage,S011,Evening,Sample,25,BATCH8894
TX03004900,2025-02-19,INV0031,6,Produce,S012,Morning,Routine,44,BATCH2132
TX03005000,2025-02-20,INV0031,12,Frozen,S020,Evening,Routine,36,BATCH4508
TX03005100,2025-02-21,INV0031,9,Bakery,S005,Night,Spoilage,30,BATCH8631
TX03005101,2025-02-21,INV0031,1,Produce,S016,Morning,Sample,29,BATCH3411
TX03005200,2025-02-22,INV0031,1,Bakery,S011,Night,Routine,47,BATCH8636
TX03005300,2025-02-23,INV0031,6,Produce,S012,Night,Routine,74,BATCH6625
TX03005301,2025-02-23,INV0031,12,Dairy,S018,Night,Routine,62,BATCH3828
TX03005302,2025-02-23,INV0031,10,Snack,S020,Morning,Spoilage,52,BATCH6723
TX03005400,2025-02-24,INV0031,18,Dairy,S007,Morning,Spoilage,34,BATCH7867
TX03005401,2025-02-24,INV0031,10,Frozen,S020,Evening,Spoilage,24,BATCH6921
TX03005402,2025-02-24,INV0031,6,Produce,S017,Evening,Spoilage,18,BATCH1485
TX03005500,2025-02-25,INV0031,3,Snack,S016,Night,Sample,20,BATCH4384
TX03005600,2025-02-26,INV0031,5,Produce,S014,Evening,Spoilage,0,BATCH5333
TX03005601,2025-02-26,INV0031,0,Beverage,S016,Evening,Spoilage,0,BATCH6765
TX03005700,2025-02-27,INV0031,4,Produce,S020,Evening,Spoilage,30,BATCH9634
TX03005701,2025-02-27,INV0031,4,Frozen,S007,Morning,Routine,26,BATCH6453
TX03005800,2025-02-28,INV0031,17,Beverage,S001,Night,Spoilage,6,BATCH1574
TX03005801,2025-02-28,INV0031,6,Snack,S020,Evening,Spoilage,0,BATCH2240
TX03005802,2025-02-28,INV0031,0,Frozen,S019,Morning,Sample,0,BATCH6033
TX03005900,2025-03-01,INV0031,10,Produce,S004,Night,Sample,5,BATCH8943
TX03005901,2025-03-01,INV0031,2,Produce,S006,Evening,Sample,3,BATCH9041
TX03006000,2025-03-02,INV0031,0,Snack,S008,Night,Spoilage,0,BATCH6368
TX03006001,2025-03-02,INV0031,0,Frozen,S006,Morning,Spoilage,0,BATCH9418
TX03006100,2025-03-03,INV0031,8,Snack,S016,Morning,Spoilage,15,BATCH9766
TX03006200,2025-03-04,INV0031,1,Frozen,S019,Morning,Routine,0,BATCH8550
TX03006201,2025-03-04,INV0031,0,Bakery,S010,Morning,Routine,0,BATCH9904
TX03006202,2025-03-04,INV0031,0,Produce,S015,Morning,Routine,0,BATCH3638
TX03006300,2025-03-05,INV0031,0,Frozen,S015,Evening,Routine,0,BATCH3090
TX03006400,2025-03-06,INV0031,7,Beverage,S007,Evening,Spoilage,11,BATCH5952
TX03006401,2025-03-06,INV0031,3,Frozen,S008,Night,Spoilage,8,BATCH5067
TX03006402,2025-03-06,INV0031,4,Produce,S001,Evening,Routine,4,BATCH1387
TX03006500,2025-03-07,INV0031,3,Produce,S001,Evening,Spoilage,19,BATCH2725
TX03006501,2025-03-07,INV0031,19,Dairy,S019,Night,Routine,0,BATCH1543
TX03006600,2025-03-08,INV0031,7,Dairy,S008,Evening,Spoilage,0,BATCH3822
TX03006601,2025-03-08,INV0031,0,Produce,S018,Evening,Sample,0,BATCH7473
TX03006602,2025-03-08,INV0031,0,Beverage,S016,Evening,Sample,0,BATCH3782
TX03006700,2025-03-09,INV0031,0,Snack,S004,Night,Spoilage,0,BATCH3909
TX03006701,2025-03-09,INV0031,0,Frozen,S008,Morning,Spoilage,0,BATCH3501
TX03006800,2025-03-10,INV0031,13,Snack,S015,Evening,Sample,7,BATCH4684
TX03006900,2025-03-11,INV0031,14,Dairy,S018,Night,Spoilage,0,BATCH1755
TX03006901,2025-03-11,INV0031,0,Produce,S009,Evening,Spoilage,0,BATCH5959
TX03006902,2025-03-11,INV0031,0,Produce,S017,Evening,Spoilage,0,BATCH5470
TX03007000,2025-03-12,INV0031,9,Beverage,S019,Morning,Sample,20,BATCH8964
TX03007001,2025-03-12,INV0031,11,Dairy,S007,Morning,Sample,9,BATCH5325
TX03007002,2025-03-12,INV0031,9,Frozen,S001,Evening,Routine,0,BATCH7402
TX03007100,2025-03-13,INV0031,18,Frozen,S015,Morning,Spoilage,9,BATCH8591
TX03007101,2025-03-13,INV0031,1,Snack,S010,Morning,Routine,8,BATCH9684
TX03007102,2025-03-13,INV0031,8,Snack,S015,Night,Spoilage,0,BATCH3549
TX03007200,2025-03-14,INV0031,11,Snack,S011,Evening,Sample,6,BATCH9705
TX03007201,2025-03-14,INV0031,6,Frozen,S004,Morning,Sample,0,BATCH5593
TX03007300,2025-03-15,INV0031,0,Frozen,S013,Evening,Routine,0,BATCH6958
TX03007301,2025-03-15,INV0031,0,Dairy,S006,Night,Spoilage,0,BATCH3713
TX03007302,2025-03-15,INV0031,0,Produce,S010,Evening,Sample,0,BATCH9788
TX03007400,2025-03-16,INV0031,0,Beverage,S016,Night,Sample,0,BATCH3280
TX03007401,2025-03-16,INV0031,0,Frozen,S020,Evening,Spoilage,0,BATCH6074
TX03007500,2025-03-17,INV0031,11,Frozen,S014,Morning,Spoilage,21,BATCH5177
TX03007600,2025-03-18,INV0031,8,Snack,S003,Morning,Spoilage,9,BATCH6575
TX03007700,2025-03-19,INV0031,0,Dairy,S003,Evening,Spoilage,0,BATCH1964
TX03007800,2025-03-20,INV0031,11,Bakery,S003,Morning,Routine,0,BATCH9200
TX03007900,2025-03-21,INV0031,19,Dairy,S002,Night,Routine,19,BATCH2746
TX03008000,2025-03-22,INV0031,6,Frozen,S016,Night,Spoilage,19,BATCH2414
TX03008100,2025-03-23,INV0031,12,Snack,S016,Night,Spoilage,24,BATCH3149
TX03008200,2025-03-24,INV0031,17,Bakery,S011,Night,Spoilage,14,BATCH2739
TX03008201,2025-03-24,INV0031,9,Frozen,S013,Evening,Sample,5,BATCH7433
TX03008202,2025-03-24,INV0031,5,Produce,S014,Night,Sample,0,BATCH8937
TX03008300,2025-03-25,INV0031,0,Beverage,S007,Evening,Routine,0,BATCH5851
TX03008301,2025-03-25,INV0031,0,Beverage,S002,Night,Routine,0,BATCH5943
TX03008400,2025-03-26,INV0031,5,Dairy,S004,Night,Routine,22,BATCH2014
TX03008500,2025-03-27,INV0031,0,Beverage,S009,Morning,Sample,0,BATCH9160
TX03008600,2025-03-28,INV0031,8,Bakery,S015,Night,Spoilage,13,BATCH6325
TX03008601,2025-03-28,INV0031,1,Dairy,S002,Morning,Routine,12,BATCH3712
TX03008602,2025-03-28,INV0031,12,Beverage,S012,Evening,Spoilage,0,BATCH1063
TX03008700,2025-03-29,INV0031,7,Dairy,S014,Morning,Spoilage,36,BATCH6489
TX03008701,2025-03-29,INV0031,17,Bakery,S009,Morning,Spoilage,19,BATCH2160
TX03008800,2025-03-30,INV0031,11,Bakery,S012,Morning,Routine,20,BATCH7267
TX03008801,2025-03-30,INV0031,3,Beverage,S020,Night,Sample,17,BATCH8654
TX03008802,2025-03-30,INV0031,17,Snack,S015,Night,Sample,0,BATCH2189
TX03008900,2025-03-31,INV0031,0,Bakery,S008,Night,Routine,0,BATCH4905
TX03008901,2025-03-31,INV0031,0,Bakery,S020,Morning,Spoilage,0,BATCH8879
TX03009000,2025-04-01,INV0031,0,Frozen,S019,Evening,Sample,0,BATCH7999
TX03009001,2025-04-01,INV0031,0,Bakery,S019,Evening,Spoilage,0,BATCH4443
TX03009002,2025-04-01,INV0031,0,Beverage,S002,Evening,Routine,0,BATCH3873
TX03009100,2025-04-02,INV0031,11,Dairy,S012,Night,Sample,7,BATCH1819
TX03009101,2025-04-02,INV0031,5,Beverage,S008,Morning,Routine,2,BATCH8565
