Supplier_ID,Supplier_Name,Lead_Time_Days,Vendor_Rating,Contact_Email
27-970-8649,Mynte,5,3.7,mynte@vendor.com
20-532-0144,Buzzbean,9,3.1,buzzbean@vendor.com
34-158-6684,Eidel,13,4.0,eidel@vendor.com
94-145-9423,Janyx,14,3.1,janyx@vendor.com
48-878-3021,Yamia,4,4.6,yamia@vendor.com
13-457-9946,Dabshots,12,3.5,dabshots@vendor.com
79-656-1990,Yodo,8,4.1,yodo@vendor.com
56-196-9896,Tagopia,5,4.8,tagopia@vendor.com
43-035-3382,Kanoodle,5,4.3,kanoodle@vendor.com
41-821-0197,Innojam,11,4.1,innojam@vendor.com
67-662-3444,Mydeo,9,3.6,mydeo@vendor.com
09-489-6314,Jabbercube,7,3.7,jabbercube@vendor.com
35-000-6015,Aibox,14,4.3,aibox@vendor.com
50-314-5433,Brainbox,12,5.0,brainbox@vendor.com
55-156-6528,Topicblab,9,4.3,topicblab@vendor.com
26-080-4944,Pixonyx,11,4.1,pixonyx@vendor.com
97-143-0641,Yozio,3,4.5,yozio@vendor.com
37-567-5710,Fanoodle,9,3.9,fanoodle@vendor.com
99-680-2351,Innojam,8,3.1,innojam@vendor.com
74-357-2990,Twitternation,12,4.1,twitternation@vendor.com
73-717-0190,Vinder,14,4.9,vinder@vendor.com
42-976-2737,Edgeclub,11,3.4,edgeclub@vendor.com
96-918-7047,Topicshots,3,4.4,topicshots@vendor.com
32-458-6452,Zava,6,3.4,zava@vendor.com
91-417-6283,Shuffletag,11,4.1,shuffletag@vendor.com
75-793-8978,Plajo,6,3.2,plajo@vendor.com
23-319-2681,Feedmix,12,3.9,feedmix@vendor.com
22-946-8052,Meevee,5,4.5,meevee@vendor.com
37-996-3243,Trilith,11,3.7,trilith@vendor.com
94-006-6480,Dynava,4,4.3,dynava@vendor.com
58-053-4926,Kazu,6,4.6,kazu@vendor.com
49-092-2735,Geba,8,4.9,geba@vendor.com
95-778-2888,Quinu,4,3.5,quinu@vendor.com
43-605-2448,Kamba,10,3.8,kamba@vendor.com
81-233-6894,Babblestorm,10,3.3,babblestorm@vendor.com
19-875-5642,Devpulse,3,5.0,devpulse@vendor.com
02-575-7332,Realblab,14,4.9,realblab@vendor.com
61-222-8413,Viva,5,4.1,viva@vendor.com
37-994-7932,Skimia,12,4.7,skimia@vendor.com
42-523-1857,Twitterwire,11,4.0,twitterwire@vendor.com
68-885-5553,Zoovu,7,4.2,zoovu@vendor.com
43-977-2343,Avaveo,8,3.2,avaveo@vendor.com
85-211-5357,Izio,6,4.5,izio@vendor.com
39-714-7313,Yakidoo,12,3.3,yakidoo@vendor.com
54-132-9762,Flipopia,4,4.7,flipopia@vendor.com
27-406-7972,Topdrive,13,4.6,topdrive@vendor.com
51-014-4287,Gigazoom,10,4.4,gigazoom@vendor.com
37-902-0286,Lazz,13,3.1,lazz@vendor.com
