Date,Product_ID,Category,Region,Consumption_Units
2022-10-21,P0001,Furniture,South,37
2022-10-21,P0002,Clothing,West,206
2022-10-21,P0003,Electronics,South,66
2022-10-21,P0004,Clothing,North,431
2022-10-21,P0005,Electronics,South,10
2022-10-21,P0006,Furniture,West,92
2022-10-21,P0007,Clothing,West,39
2022-10-21,P0008,Clothing,South,97
2022-10-21,P0009,Furniture,North,64
2022-10-21,P0010,Furniture,North,134
2022-10-21,P0011,Furniture,West,49
2022-10-21,P0012,Toys,East,59
2022-10-21,P0013,Clothing,West,198
2022-10-21,P0014,Groceries,South,19
2022-10-21,P0015,Groceries,East,70
2022-10-21,P0016,Electronics,West,293
2022-10-21,P0017,Electronics,West,26
2022-10-21,P0018,Clothing,East,203
2022-10-21,P0019,Electronics,North,126
2022-10-21,P0020,Groceries,East,174
2022-10-21,P0001,Electronics,South,85
2022-10-21,P0002,Clothing,West,256
2022-10-21,P0003,Furniture,West,109
2022-10-21,P0004,Clothing,South,152
2022-10-21,P0005,Furniture,North,308
2022-10-21,P0006,Electronics,South,4
2022-10-21,P0007,Toys,South,29
2022-10-21,P0008,Clothing,West,19
2022-10-21,P0009,Toys,West,51
2022-10-21,P0010,Groceries,West,106
2022-10-21,P0011,Groceries,South,6
2022-10-21,P0012,Groceries,North,14
2022-10-21,P0013,Clothing,East,247
2022-10-21,P0014,Furniture,North,92
2022-10-21,P0015,Toys,South,35
2022-10-21,P0016,Furniture,South,203
2022-10-21,P0017,Groceries,South,72
2022-10-21,P0018,Clothing,East,139
2022-10-21,P0019,Toys,East,101
2022-10-21,P0020,Furniture,West,197
2022-10-21,P0001,Electronics,North,268
2022-10-21,P0002,Electronics,South,274
2022-10-21,P0003,Toys,East,131
2022-10-21,P0004,Clothing,North,44
2022-10-21,P0005,Groceries,South,148
2022-10-21,P0006,Clothing,South,183
2022-10-21,P0007,Toys,North,20
2022-10-21,P0008,Groceries,East,106
2022-10-21,P0009,Toys,West,130
2022-10-21,P0010,Electronics,South,27
2022-10-21,P0011,Groceries,North,20
2022-10-21,P0012,Clothing,East,123
2022-10-21,P0013,Furniture,West,375
2022-10-21,P0014,Electronics,East,54
2022-10-21,P0015,Toys,North,186
2022-10-21,P0016,Furniture,East,11
2022-10-21,P0017,Toys,North,159
2022-10-21,P0018,Electronics,East,74
2022-10-21,P0019,Furniture,North,336
2022-10-21,P0020,Toys,East,253
2022-10-21,P0001,Clothing,South,91
2022-10-21,P0002,Groceries,North,0
2022-10-21,P0003,Electronics,West,8
2022-10-21,P0004,Furniture,East,225
2022-10-21,P0005,Furniture,East,14
2022-10-21,P0006,Furniture,North,201
2022-10-21,P0007,Clothing,North,68
2022-10-21,P0008,Electronics,North,43
2022-10-21,P0009,Clothing,East,286
2022-10-21,P0010,Furniture,East,86
2022-10-21,P0011,Toys,North,232
2022-10-21,P0012,Clothing,South,91
2022-10-21,P0013,Clothing,West,63
2022-10-21,P0014,Toys,East,1
2022-10-21,P0015,Groceries,South,118
2022-10-21,P0016,Groceries,North,100
2022-10-21,P0017,Groceries,South,207
2022-10-21,P0018,Electronics,West,88
2022-10-21,P0019,Groceries,West,119
2022-10-21,P0020,Groceries,East,19
2022-10-21,P0001,Furniture,South,35
2022-10-21,P0002,Electronics,West,36
2022-10-21,P0003,Groceries,West,157
2022-10-21,P0004,Toys,East,24
2022-10-21,P0005,Clothing,West,281
2022-10-21,P0006,Electronics,North,122
2022-10-21,P0007,Toys,East,22
2022-10-21,P0008,Furniture,East,184
2022-10-21,P0009,Toys,North,347
2022-10-21,P0010,Clothing,South,6
2022-10-21,P0011,Toys,North,7
2022-10-21,P0012,Furniture,East,90
2022-10-21,P0013,Groceries,West,100
2022-10-21,P0014,Furniture,West,380
2022-10-21,P0015,Furniture,South,144
2022-10-21,P0016,Groceries,South,88
2022-10-21,P0017,Groceries,South,61
2022-10-21,P0018,Groceries,East,62
2022-10-21,P0019,Furniture,West,106
2022-10-21,P0020,Clothing,North,185
2022-10-22,P0001,Groceries,North,39
2022-10-22,P0002,Clothing,North,30
2022-10-22,P0003,Electronics,East,11
2022-10-22,P0004,Toys,North,2
2022-10-22,P0005,Furniture,South,28
2022-10-22,P0006,Electronics,West,215
2022-10-22,P0007,Electronics,West,26
2022-10-22,P0008,Furniture,North,136
2022-10-22,P0009,Groceries,North,52
2022-10-22,P0010,Furniture,West,75
2022-10-22,P0011,Electronics,North,242
2022-10-22,P0012,Clothing,East,124
2022-10-22,P0013,Electronics,West,48
2022-10-22,P0014,Clothing,North,237
2022-10-22,P0015,Electronics,West,167
2022-10-22,P0016,Groceries,South,215
2022-10-22,P0017,Toys,North,432
2022-10-22,P0018,Furniture,West,125
2022-10-22,P0019,Electronics,West,78
2022-10-22,P0020,Clothing,West,362
2022-10-22,P0001,Groceries,South,29
2022-10-22,P0002,Furniture,North,290
2022-10-22,P0003,Electronics,East,80
2022-10-22,P0004,Furniture,South,31
2022-10-22,P0005,Groceries,West,27
2022-10-22,P0006,Groceries,East,0
2022-10-22,P0007,Toys,West,80
2022-10-22,P0008,Clothing,West,55
2022-10-22,P0009,Electronics,West,218
2022-10-22,P0010,Electronics,South,377
2022-10-22,P0011,Furniture,North,59
2022-10-22,P0012,Electronics,West,179
2022-10-22,P0013,Toys,West,30
2022-10-22,P0014,Groceries,East,9
2022-10-22,P0015,Toys,South,40
2022-10-22,P0016,Groceries,West,46
2022-10-22,P0017,Electronics,South,104
2022-10-22,P0018,Toys,West,446
2022-10-22,P0019,Groceries,North,369
2022-10-22,P0020,Groceries,East,108
2022-10-22,P0001,Groceries,North,456
2022-10-22,P0002,Toys,East,41
2022-10-22,P0003,Electronics,South,56
2022-10-22,P0004,Electronics,South,251
2022-10-22,P0005,Groceries,East,80
2022-10-22,P0006,Electronics,East,55
2022-10-22,P0007,Furniture,West,25
2022-10-22,P0008,Electronics,South,30
2022-10-22,P0009,Toys,North,64
2022-10-22,P0010,Electronics,North,110
2022-10-22,P0011,Toys,East,58
2022-10-22,P0012,Furniture,North,115
2022-10-22,P0013,Electronics,North,53
2022-10-22,P0014,Furniture,East,251
2022-10-22,P0015,Groceries,South,90
2022-10-22,P0016,Toys,East,82
2022-10-22,P0017,Toys,North,334
2022-10-22,P0018,Toys,South,13
2022-10-22,P0019,Groceries,East,40
2022-10-22,P0020,Furniture,West,112
2022-10-22,P0001,Toys,East,77
2022-10-22,P0002,Furniture,West,39
2022-10-22,P0003,Furniture,South,10
2022-10-22,P0004,Electronics,West,123
2022-10-22,P0005,Groceries,East,96
2022-10-22,P0006,Clothing,East,36
2022-10-22,P0007,Groceries,North,76
2022-10-22,P0008,Furniture,North,314
2022-10-22,P0009,Furniture,North,172
2022-10-22,P0010,Electronics,East,38
2022-10-22,P0011,Groceries,South,128
2022-10-22,P0012,Groceries,South,232
2022-10-22,P0013,Groceries,South,98
2022-10-22,P0014,Toys,West,312
2022-10-22,P0015,Electronics,West,50
2022-10-22,P0016,Clothing,East,62
2022-10-22,P0017,Toys,South,73
2022-10-22,P0018,Furniture,North,241
2022-10-22,P0019,Groceries,South,167
2022-10-22,P0020,Groceries,South,315
2022-10-22,P0001,Toys,West,28
2022-10-22,P0002,Toys,North,121
2022-10-22,P0003,Groceries,West,76
2022-10-22,P0004,Furniture,East,95
2022-10-22,P0005,Electronics,North,309
2022-10-22,P0006,Groceries,West,57
2022-10-22,P0007,Toys,North,361
2022-10-22,P0008,Toys,South,51
2022-10-22,P0009,Electronics,West,320
2022-10-22,P0010,Groceries,West,31
2022-10-22,P0011,Furniture,West,104
2022-10-22,P0012,Toys,South,148
2022-10-22,P0013,Toys,East,73
2022-10-22,P0014,Furniture,West,140
2022-10-22,P0015,Groceries,North,178
2022-10-22,P0016,Electronics,West,277
2022-10-22,P0017,Clothing,South,252
2022-10-22,P0018,Toys,East,25
2022-10-22,P0019,Toys,East,126
2022-10-22,P0020,Furniture,North,24
2022-10-23,P0001,Electronics,East,136
2022-10-23,P0002,Furniture,South,57
2022-10-23,P0003,Electronics,North,94
2022-10-23,P0004,Clothing,South,186
2022-10-23,P0005,Electronics,North,111
2022-10-23,P0006,Furniture,North,102
2022-10-23,P0007,Furniture,North,221
2022-10-23,P0008,Groceries,West,333
2022-10-23,P0009,Toys,North,62
2022-10-23,P0010,Toys,North,215
2022-10-23,P0011,Toys,South,320
2022-10-23,P0012,Furniture,South,159
2022-10-23,P0013,Clothing,North,35
2022-10-23,P0014,Toys,West,144
2022-10-23,P0015,Electronics,East,78
2022-10-23,P0016,Furniture,South,178
2022-10-23,P0017,Toys,East,163
2022-10-23,P0018,Electronics,West,133
2022-10-23,P0019,Electronics,West,159
2022-10-23,P0020,Groceries,North,53
2022-10-23,P0001,Electronics,East,144
2022-10-23,P0002,Furniture,South,157
2022-10-23,P0003,Toys,West,199
2022-10-23,P0004,Groceries,North,410
2022-10-23,P0005,Groceries,South,162
2022-10-23,P0006,Groceries,East,142
2022-10-23,P0007,Clothing,West,50
2022-10-23,P0008,Furniture,North,3
2022-10-23,P0009,Clothing,West,256
2022-10-23,P0010,Furniture,West,177
2022-10-23,P0011,Toys,West,40
2022-10-23,P0012,Clothing,East,21
2022-10-23,P0013,Clothing,North,144
2022-10-23,P0014,Furniture,North,30
2022-10-23,P0015,Clothing,West,58
2022-10-23,P0016,Toys,East,263
2022-10-23,P0017,Electronics,West,289
2022-10-23,P0018,Furniture,West,51
2022-10-23,P0019,Groceries,North,84
2022-10-23,P0020,Electronics,West,60
2022-10-23,P0001,Furniture,East,31
2022-10-23,P0002,Clothing,East,66
2022-10-23,P0003,Electronics,West,9
2022-10-23,P0004,Furniture,North,381
2022-10-23,P0005,Clothing,South,21
2022-10-23,P0006,Groceries,East,305
2022-10-23,P0007,Groceries,South,311
2022-10-23,P0008,Toys,East,32
2022-10-23,P0009,Electronics,West,127
2022-10-23,P0010,Furniture,North,59
2022-10-23,P0011,Groceries,East,191
2022-10-23,P0012,Groceries,South,197
2022-10-23,P0013,Groceries,West,193
2022-10-23,P0014,Toys,West,73
2022-10-23,P0015,Electronics,East,129
2022-10-23,P0016,Furniture,West,234
2022-10-23,P0017,Furniture,West,15
2022-10-23,P0018,Toys,North,110
2022-10-23,P0019,Furniture,South,121
2022-10-23,P0020,Furniture,West,20
2022-10-23,P0001,Electronics,South,4
2022-10-23,P0002,Toys,South,148
2022-10-23,P0003,Clothing,West,83
2022-10-23,P0004,Toys,North,176
2022-10-23,P0005,Clothing,South,197
2022-10-23,P0006,Clothing,South,183
2022-10-23,P0007,Clothing,East,157
2022-10-23,P0008,Clothing,North,34
2022-10-23,P0009,Groceries,North,35
2022-10-23,P0010,Groceries,East,50
2022-10-23,P0011,Furniture,North,22
2022-10-23,P0012,Electronics,South,85
2022-10-23,P0013,Electronics,North,75
2022-10-23,P0014,Groceries,East,27
2022-10-23,P0015,Groceries,West,193
2022-10-23,P0016,Furniture,South,150
2022-10-23,P0017,Electronics,East,52
2022-10-23,P0018,Groceries,North,98
2022-10-23,P0019,Clothing,South,90
2022-10-23,P0020,Groceries,West,14
2022-10-23,P0001,Furniture,East,165
2022-10-23,P0002,Toys,South,106
2022-10-23,P0003,Clothing,West,427
2022-10-23,P0004,Groceries,North,178
2022-10-23,P0005,Electronics,North,63
2022-10-23,P0006,Clothing,West,51
2022-10-23,P0007,Toys,North,58
2022-10-23,P0008,Groceries,West,263
2022-10-23,P0009,Groceries,North,206
2022-10-23,P0010,Electronics,West,186
2022-10-23,P0011,Furniture,West,289
2022-10-23,P0012,Furniture,South,259
2022-10-23,P0013,Furniture,South,57
2022-10-23,P0014,Groceries,East,288
2022-10-23,P0015,Groceries,South,258
2022-10-23,P0016,Groceries,West,79
2022-10-23,P0017,Electronics,West,248
2022-10-23,P0018,Toys,West,12
2022-10-23,P0019,Groceries,West,285
2022-10-23,P0020,Clothing,East,117
2022-10-24,P0001,Toys,South,295
2022-10-24,P0002,Clothing,West,141
2022-10-24,P0003,Toys,North,218
2022-10-24,P0004,Electronics,East,391
2022-10-24,P0005,Groceries,South,51
2022-10-24,P0006,Clothing,South,352
2022-10-24,P0007,Groceries,South,132
2022-10-24,P0008,Groceries,West,53
2022-10-24,P0009,Electronics,South,189
2022-10-24,P0010,Groceries,East,52
2022-10-24,P0011,Furniture,East,42
2022-10-24,P0012,Electronics,North,86
2022-10-24,P0013,Toys,South,194
2022-10-24,P0014,Groceries,West,201
2022-10-24,P0015,Furniture,East,410
2022-10-24,P0016,Furniture,North,79
2022-10-24,P0017,Furniture,West,57
2022-10-24,P0018,Electronics,East,101
2022-10-24,P0019,Furniture,North,81
2022-10-24,P0020,Electronics,North,463
2022-10-24,P0001,Toys,West,54
2022-10-24,P0002,Groceries,North,301
2022-10-24,P0003,Electronics,East,157
2022-10-24,P0004,Groceries,East,220
2022-10-24,P0005,Toys,West,48
2022-10-24,P0006,Toys,North,188
2022-10-24,P0007,Clothing,South,294
2022-10-24,P0008,Toys,West,55
2022-10-24,P0009,Clothing,North,89
2022-10-24,P0010,Furniture,South,94
2022-10-24,P0011,Furniture,East,10
2022-10-24,P0012,Groceries,South,229
2022-10-24,P0013,Electronics,West,47
2022-10-24,P0014,Groceries,East,121
2022-10-24,P0015,Clothing,West,3
2022-10-24,P0016,Furniture,East,248
2022-10-24,P0017,Electronics,North,178
2022-10-24,P0018,Clothing,South,40
2022-10-24,P0019,Furniture,East,0
2022-10-24,P0020,Toys,East,178
2022-10-24,P0001,Toys,East,165
2022-10-24,P0002,Clothing,East,6
2022-10-24,P0003,Electronics,West,65
2022-10-24,P0004,Groceries,East,12
2022-10-24,P0005,Toys,North,21
2022-10-24,P0006,Toys,North,270
2022-10-24,P0007,Groceries,East,129
2022-10-24,P0008,Electronics,East,20
2022-10-24,P0009,Electronics,North,24
2022-10-24,P0010,Clothing,South,184
2022-10-24,P0011,Electronics,East,400
2022-10-24,P0012,Electronics,West,412
2022-10-24,P0013,Groceries,South,89
2022-10-24,P0014,Groceries,South,151
2022-10-24,P0015,Groceries,South,298
2022-10-24,P0016,Toys,South,72
2022-10-24,P0017,Clothing,North,276
2022-10-24,P0018,Clothing,West,31
2022-10-24,P0019,Electronics,North,26
2022-10-24,P0020,Groceries,East,137
2022-10-24,P0001,Clothing,West,390
2022-10-24,P0002,Groceries,North,144
2022-10-24,P0003,Toys,North,105
2022-10-24,P0004,Electronics,North,36
2022-10-24,P0005,Clothing,North,17
2022-10-24,P0006,Electronics,South,36
2022-10-24,P0007,Electronics,East,290
2022-10-24,P0008,Furniture,West,43
2022-10-24,P0009,Furniture,South,93
2022-10-24,P0010,Furniture,East,68
2022-10-24,P0011,Toys,North,229
2022-10-24,P0012,Clothing,South,212
2022-10-24,P0013,Clothing,South,329
2022-10-24,P0014,Toys,South,58
2022-10-24,P0015,Clothing,West,439
2022-10-24,P0016,Groceries,North,278
2022-10-24,P0017,Electronics,South,250
2022-10-24,P0018,Groceries,East,25
2022-10-24,P0019,Electronics,North,312
2022-10-24,P0020,Clothing,North,255
2022-10-24,P0001,Groceries,South,23
2022-10-24,P0002,Groceries,South,90
2022-10-24,P0003,Groceries,South,106
2022-10-24,P0004,Groceries,West,50
2022-10-24,P0005,Groceries,South,106
2022-10-24,P0006,Electronics,North,120
2022-10-24,P0007,Electronics,West,109
2022-10-24,P0008,Furniture,West,190
2022-10-24,P0009,Groceries,East,318
2022-10-24,P0010,Clothing,West,113
2022-10-24,P0011,Electronics,East,31
2022-10-24,P0012,Electronics,East,281
2022-10-24,P0013,Toys,South,126
2022-10-24,P0014,Clothing,West,114
2022-10-24,P0015,Furniture,East,47
2022-10-24,P0016,Groceries,North,122
2022-10-24,P0017,Groceries,North,31
2022-10-24,P0018,Furniture,North,200
2022-10-24,P0019,Groceries,East,467
2022-10-24,P0020,Toys,South,381
2022-10-25,P0001,Furniture,North,37
2022-10-25,P0002,Clothing,East,303
2022-10-25,P0003,Clothing,South,100
2022-10-25,P0004,Groceries,West,266
2022-10-25,P0005,Clothing,South,139
2022-10-25,P0006,Groceries,West,210
2022-10-25,P0007,Groceries,South,58
2022-10-25,P0008,Clothing,North,147
2022-10-25,P0009,Furniture,East,70
2022-10-25,P0010,Groceries,East,85
2022-10-25,P0011,Toys,South,72
2022-10-25,P0012,Clothing,West,117
2022-10-25,P0013,Toys,South,331
2022-10-25,P0014,Toys,North,21
2022-10-25,P0015,Clothing,North,167
2022-10-25,P0016,Toys,South,26
2022-10-25,P0017,Furniture,South,215
2022-10-25,P0018,Groceries,North,358
2022-10-25,P0019,Toys,North,160
2022-10-25,P0020,Electronics,North,344
2022-10-25,P0001,Toys,East,117
2022-10-25,P0002,Furniture,East,49
2022-10-25,P0003,Groceries,East,60
2022-10-25,P0004,Electronics,East,137
2022-10-25,P0005,Toys,South,56
2022-10-25,P0006,Furniture,South,152
2022-10-25,P0007,Toys,West,82
2022-10-25,P0008,Toys,North,191
2022-10-25,P0009,Toys,North,215
2022-10-25,P0010,Toys,North,26
2022-10-25,P0011,Furniture,South,135
2022-10-25,P0012,Clothing,East,36
2022-10-25,P0013,Clothing,West,56
2022-10-25,P0014,Toys,East,174
2022-10-25,P0015,Furniture,East,240
2022-10-25,P0016,Electronics,East,250
2022-10-25,P0017,Electronics,East,91
2022-10-25,P0018,Electronics,North,118
2022-10-25,P0019,Toys,North,166
2022-10-25,P0020,Electronics,West,266
2022-10-25,P0001,Electronics,East,46
2022-10-25,P0002,Toys,East,151
2022-10-25,P0003,Groceries,South,405
2022-10-25,P0004,Clothing,East,82
2022-10-25,P0005,Clothing,West,74
2022-10-25,P0006,Toys,West,321
2022-10-25,P0007,Furniture,South,279
2022-10-25,P0008,Electronics,East,96
2022-10-25,P0009,Groceries,West,333
2022-10-25,P0010,Toys,East,74
2022-10-25,P0011,Furniture,West,51
2022-10-25,P0012,Toys,East,0
2022-10-25,P0013,Clothing,East,181
2022-10-25,P0014,Clothing,East,108
2022-10-25,P0015,Toys,North,174
2022-10-25,P0016,Groceries,North,129
2022-10-25,P0017,Electronics,East,230
2022-10-25,P0018,Toys,East,133
2022-10-25,P0019,Furniture,West,451
2022-10-25,P0020,Groceries,South,3
2022-10-25,P0001,Toys,North,359
2022-10-25,P0002,Groceries,North,19
2022-10-25,P0003,Clothing,North,334
2022-10-25,P0004,Clothing,South,14
2022-10-25,P0005,Clothing,West,191
2022-10-25,P0006,Furniture,West,37
2022-10-25,P0007,Clothing,South,30
2022-10-25,P0008,Furniture,North,82
2022-10-25,P0009,Furniture,South,177
2022-10-25,P0010,Groceries,East,59
2022-10-25,P0011,Furniture,South,3
2022-10-25,P0012,Toys,South,29
2022-10-25,P0013,Groceries,West,132
2022-10-25,P0014,Groceries,East,276
2022-10-25,P0015,Groceries,South,34
2022-10-25,P0016,Groceries,West,7
2022-10-25,P0017,Groceries,East,206
2022-10-25,P0018,Toys,South,11
2022-10-25,P0019,Furniture,West,77
2022-10-25,P0020,Furniture,East,94
2022-10-25,P0001,Clothing,East,121
2022-10-25,P0002,Electronics,East,458
2022-10-25,P0003,Groceries,South,42
2022-10-25,P0004,Groceries,West,283
2022-10-25,P0005,Toys,North,142
2022-10-25,P0006,Toys,North,249
2022-10-25,P0007,Furniture,South,78
2022-10-25,P0008,Groceries,North,51
2022-10-25,P0009,Groceries,West,94
2022-10-25,P0010,Electronics,North,310
2022-10-25,P0011,Groceries,West,153
2022-10-25,P0012,Groceries,East,159
2022-10-25,P0013,Groceries,South,143
2022-10-25,P0014,Groceries,East,363
2022-10-25,P0015,Groceries,East,243
2022-10-25,P0016,Groceries,East,225
2022-10-25,P0017,Toys,South,179
2022-10-25,P0018,Groceries,South,445
2022-10-25,P0019,Furniture,East,71
2022-10-25,P0020,Toys,North,44
2022-10-26,P0001,Toys,East,39
2022-10-26,P0002,Electronics,South,1
2022-10-26,P0003,Clothing,West,181
2022-10-26,P0004,Furniture,West,190
2022-10-26,P0005,Groceries,East,306
2022-10-26,P0006,Groceries,East,95
2022-10-26,P0007,Electronics,West,154
2022-10-26,P0008,Clothing,West,116
2022-10-26,P0009,Toys,East,44
2022-10-26,P0010,Groceries,South,25
2022-10-26,P0011,Toys,South,1
2022-10-26,P0012,Groceries,East,118
2022-10-26,P0013,Groceries,West,201
2022-10-26,P0014,Groceries,North,121
2022-10-26,P0015,Furniture,South,75
2022-10-26,P0016,Clothing,East,86
2022-10-26,P0017,Groceries,East,61
2022-10-26,P0018,Clothing,South,34
2022-10-26,P0019,Clothing,South,105
2022-10-26,P0020,Electronics,North,48
2022-10-26,P0001,Clothing,East,26
2022-10-26,P0002,Electronics,East,105
2022-10-26,P0003,Electronics,North,200
2022-10-26,P0004,Toys,East,8
2022-10-26,P0005,Clothing,West,361
2022-10-26,P0006,Toys,South,259
2022-10-26,P0007,Groceries,East,101
2022-10-26,P0008,Toys,South,192
2022-10-26,P0009,Toys,West,132
2022-10-26,P0010,Electronics,North,131
2022-10-26,P0011,Toys,South,275
2022-10-26,P0012,Toys,West,162
2022-10-26,P0013,Toys,East,125
2022-10-26,P0014,Toys,North,64
2022-10-26,P0015,Electronics,West,38
2022-10-26,P0016,Furniture,West,0
2022-10-26,P0017,Electronics,East,4
2022-10-26,P0018,Electronics,South,59
2022-10-26,P0019,Groceries,East,174
2022-10-26,P0020,Toys,North,322
2022-10-26,P0001,Furniture,South,342
2022-10-26,P0002,Groceries,South,109
2022-10-26,P0003,Clothing,North,218
2022-10-26,P0004,Electronics,South,362
2022-10-26,P0005,Furniture,North,289
2022-10-26,P0006,Electronics,South,416
2022-10-26,P0007,Toys,East,114
2022-10-26,P0008,Furniture,North,9
2022-10-26,P0009,Furniture,West,29
2022-10-26,P0010,Groceries,East,193
2022-10-26,P0011,Clothing,South,96
2022-10-26,P0012,Toys,West,207
2022-10-26,P0013,Toys,North,14
2022-10-26,P0014,Toys,South,77
2022-10-26,P0015,Electronics,West,166
2022-10-26,P0016,Electronics,South,341
2022-10-26,P0017,Furniture,South,101
2022-10-26,P0018,Toys,South,51
2022-10-26,P0019,Toys,West,99
2022-10-26,P0020,Furniture,South,75
2022-10-26,P0001,Furniture,South,124
2022-10-26,P0002,Groceries,East,47
2022-10-26,P0003,Groceries,East,16
2022-10-26,P0004,Electronics,South,253
2022-10-26,P0005,Furniture,West,227
2022-10-26,P0006,Furniture,North,271
2022-10-26,P0007,Furniture,South,116
2022-10-26,P0008,Toys,East,16
2022-10-26,P0009,Furniture,West,110
2022-10-26,P0010,Toys,North,39
2022-10-26,P0011,Furniture,West,40
2022-10-26,P0012,Clothing,East,81
2022-10-26,P0013,Toys,East,48
2022-10-26,P0014,Clothing,East,79
2022-10-26,P0015,Electronics,North,3
2022-10-26,P0016,Clothing,West,86
2022-10-26,P0017,Clothing,North,89
2022-10-26,P0018,Furniture,West,184
2022-10-26,P0019,Clothing,South,33
2022-10-26,P0020,Groceries,East,113
2022-10-26,P0001,Toys,North,32
2022-10-26,P0002,Furniture,North,62
2022-10-26,P0003,Groceries,South,222
2022-10-26,P0004,Toys,East,20
2022-10-26,P0005,Furniture,South,130
2022-10-26,P0006,Toys,North,284
2022-10-26,P0007,Electronics,South,277
2022-10-26,P0008,Groceries,South,52
2022-10-26,P0009,Electronics,North,77
2022-10-26,P0010,Groceries,West,254
2022-10-26,P0011,Furniture,South,416
2022-10-26,P0012,Electronics,North,211
2022-10-26,P0013,Electronics,North,13
2022-10-26,P0014,Furniture,West,99
2022-10-26,P0015,Groceries,West,63
2022-10-26,P0016,Clothing,South,141
2022-10-26,P0017,Groceries,West,0
2022-10-26,P0018,Toys,South,40
2022-10-26,P0019,Electronics,West,101
2022-10-26,P0020,Toys,East,115
2022-10-27,P0001,Toys,North,248
2022-10-27,P0002,Furniture,West,114
2022-10-27,P0003,Clothing,South,236
2022-10-27,P0004,Electronics,West,147
2022-10-27,P0005,Clothing,East,74
2022-10-27,P0006,Groceries,North,328
2022-10-27,P0007,Groceries,East,82
2022-10-27,P0008,Furniture,West,333
2022-10-27,P0009,Toys,West,438
2022-10-27,P0010,Clothing,West,61
2022-10-27,P0011,Groceries,South,26
2022-10-27,P0012,Groceries,North,187
2022-10-27,P0013,Electronics,West,168
2022-10-27,P0014,Clothing,South,288
2022-10-27,P0015,Clothing,West,31
2022-10-27,P0016,Groceries,West,47
2022-10-27,P0017,Furniture,East,277
2022-10-27,P0018,Electronics,North,175
2022-10-27,P0019,Clothing,West,8
2022-10-27,P0020,Furniture,South,20
2022-10-27,P0001,Furniture,East,71
2022-10-27,P0002,Furniture,West,117
2022-10-27,P0003,Furniture,South,29
2022-10-27,P0004,Clothing,West,246
2022-10-27,P0005,Clothing,North,2
2022-10-27,P0006,Toys,West,64
2022-10-27,P0007,Clothing,East,240
2022-10-27,P0008,Groceries,West,17
2022-10-27,P0009,Clothing,West,100
2022-10-27,P0010,Furniture,North,55
2022-10-27,P0011,Toys,East,337
2022-10-27,P0012,Furniture,North,37
2022-10-27,P0013,Furniture,West,76
2022-10-27,P0014,Electronics,East,68
2022-10-27,P0015,Groceries,West,3
2022-10-27,P0016,Groceries,East,167
2022-10-27,P0017,Groceries,East,27
2022-10-27,P0018,Toys,South,32
2022-10-27,P0019,Groceries,North,75
2022-10-27,P0020,Electronics,North,162
2022-10-27,P0001,Clothing,South,10
2022-10-27,P0002,Electronics,East,133
2022-10-27,P0003,Electronics,North,45
2022-10-27,P0004,Groceries,North,44
2022-10-27,P0005,Groceries,South,14
2022-10-27,P0006,Clothing,South,243
2022-10-27,P0007,Groceries,South,46
2022-10-27,P0008,Electronics,North,125
2022-10-27,P0009,Furniture,West,8
2022-10-27,P0010,Groceries,North,255
2022-10-27,P0011,Toys,East,173
2022-10-27,P0012,Groceries,East,114
2022-10-27,P0013,Clothing,North,25
2022-10-27,P0014,Toys,West,174
2022-10-27,P0015,Furniture,North,77
2022-10-27,P0016,Clothing,North,149
2022-10-27,P0017,Furniture,West,112
2022-10-27,P0018,Furniture,West,108
2022-10-27,P0019,Furniture,East,148
2022-10-27,P0020,Toys,North,62
2022-10-27,P0001,Electronics,West,22
2022-10-27,P0002,Clothing,South,58
2022-10-27,P0003,Clothing,East,74
2022-10-27,P0004,Toys,South,39
2022-10-27,P0005,Groceries,North,302
2022-10-27,P0006,Groceries,West,269
2022-10-27,P0007,Clothing,West,109
2022-10-27,P0008,Groceries,West,324
2022-10-27,P0009,Furniture,East,224
2022-10-27,P0010,Furniture,South,18
2022-10-27,P0011,Clothing,South,328
2022-10-27,P0012,Electronics,West,61
2022-10-27,P0013,Electronics,North,115
2022-10-27,P0014,Electronics,South,30
2022-10-27,P0015,Clothing,South,83
2022-10-27,P0016,Toys,South,48
2022-10-27,P0017,Furniture,South,42
2022-10-27,P0018,Clothing,North,156
2022-10-27,P0019,Furniture,South,93
2022-10-27,P0020,Groceries,East,254
2022-10-27,P0001,Toys,South,15
2022-10-27,P0002,Groceries,North,58
2022-10-27,P0003,Toys,West,260
2022-10-27,P0004,Toys,East,10
2022-10-27,P0005,Electronics,North,90
2022-10-27,P0006,Groceries,North,395
2022-10-27,P0007,Toys,South,93
2022-10-27,P0008,Clothing,North,3
2022-10-27,P0009,Furniture,North,13
2022-10-27,P0010,Furniture,West,7
2022-10-27,P0011,Furniture,East,64
2022-10-27,P0012,Electronics,West,194
2022-10-27,P0013,Groceries,South,81
2022-10-27,P0014,Furniture,North,32
2022-10-27,P0015,Electronics,West,442
2022-10-27,P0016,Groceries,East,4
2022-10-27,P0017,Furniture,South,103
2022-10-27,P0018,Clothing,North,151
2022-10-27,P0019,Toys,East,1
2022-10-27,P0020,Toys,North,117
2022-10-28,P0001,Clothing,South,203
2022-10-28,P0002,Clothing,East,407
2022-10-28,P0003,Clothing,West,58
2022-10-28,P0004,Clothing,South,233
2022-10-28,P0005,Groceries,East,26
